Vendor,SystemName,Chips,CoresPer Chip,M Value,M Value Per Core,Published Date
Acer Incorporated,"Acer Incorporated - AW2000 AW370h F3 (Intel Xeon E5-2680 v3) (Intel Xeon E5-2680 v3, 2CPU x 12Cores, 2.50GHz)",2,12,2410000,"100,417",01-Aug-15
Acer Incorporated,"Acer Incorporated - AW2000h F3 AW370 (Intel Xeon E5-2667 v3) (Intel Xeon E5-2667 v3, 2CPU x 8Cores, 3.20GHz)",2,8,1840000,"115,000",01-Aug-15
Acer Incorporated,"Acer Incorporated - Acer AB2x280 F1 (Intel Xeon E5502, 1.86 GHz) (Intel Xeon E5502, 2CPU x 2Cores, 1.87GHz, L3 4MB)",2,2,154000,"38,500",01-Sep-10
Acer Incorporated,"Acer Incorporated - Acer AB2x280 F1 (Intel Xeon L5609, 1.86 GHz) (Intel Xeon L5609, 2CPU x 4Cores, 1.87GHz, L3 12MB)",2,4,302000,"37,750",01-Sep-10
Acer Incorporated,"Acer Incorporated - Acer AB2x280 F1 (Intel Xeon X5670, 2.93 GHz) (Intel Xeon X5670, 2CPU x 6Cores, 2.93GHz, L3 12MB)",2,6,736000,"61,333",01-Sep-10
Acer Incorporated,"Acer Incorporated - Acer AB460 F1 (Intel Xeon E5502, 1.86 GHz) (Intel Xeon E5502, 2CPU x 2Cores, 1.87GHz, L3 4MB)",2,2,154000,"38,500",01-Jul-10
Acer Incorporated,"Acer Incorporated - Acer AB460 F1 (Intel Xeon L5609, 1.86 GHz) (Intel Xeon L5609, 2CPU x 4Cores, 1.87GHz, L3 12MB)",2,4,302000,"37,750",01-Jul-10
Acer Incorporated,"Acer Incorporated - Acer AB460 F1 (Intel Xeon X5570, 2.93 GHz) (Intel Xeon X5570, 2CPU x 4Cores, 2.93GHz, L3 8MB)",2,4,566000,"70,750",01-Jul-10
Acer Incorporated,"Acer Incorporated - Acer AB460 F1 (Intel Xeon X5670, 2.93 GHz) (Intel Xeon X5670, 2CPU x 6Cores, 2.93GHz, L3 12MB)",2,6,736000,"61,333",01-Jul-10
Acer Incorporated,"Acer Incorporated - Acer AC100 (Intel Xeon E3-1260L, 2.40 GHz) (Intel Xeon E3-1260L, 1CPU x 4Cores, 2.40GHz, L3 8MB)",1,4,275000,"68,750",01-Sep-11
Acer Incorporated,"Acer Incorporated - Acer AR160 F1 (Intel Xeon E5502) (Intel Xeon E5502, 2CPU x 2Cores, 1.87GHz, L3 4MB)",2,2,148000,"37,000",01-Jan-10
Acer Incorporated,"Acer Incorporated - Acer AR180 F1 (Intel Xeon X5570) (Intel Xeon X5570, 2CPU x 4Cores, 2.93GHz, L3 8MB)",2,4,566000,"70,750",01-Jan-10
Acer Incorporated,"Acer Incorporated - Acer AR180 F1(Intel Xeon E5502) (Intel Xeon E5502, 2CPU x 2Cores, 1.86GHz, L3 4MB)",2,2,155000,"38,750",01-Jan-10
Acer Incorporated,"Acer Incorporated - Acer AR320 F1 (Intel Xeon X3430) (Intel Xeon X3430, 1CPU x 4Cores, 2.40GHz, L3 8MB)",1,4,192000,"48,000",01-Mar-10
Acer Incorporated,"Acer Incorporated - Acer AR320 F1 (Intel Xeon X3470) (Intel Xeon X3470, 1CPU x 4Cores, 2.93GHz, L3 8MB)",1,4,259000,"64,750",01-Mar-10
Acer Incorporated,"Acer Incorporated - Acer AR320 F2 (Intel Core i3-2100) (Intel Core i3-2100, 1CPU x 2Cores, 3.10GHz, L3 3MB)",1,2,181000,"90,500",01-Jan-12
Acer Incorporated,"Acer Incorporated - Acer AR320 F2 (Intel Core i3-2120) (Intel Core i3-2120, 1CPU x 2Cores, 3.30GHz, L3 3MB)",1,2,190000,"95,000",01-Jan-12
Acer Incorporated,"Acer Incorporated - Acer AR320 F2 (Intel Xeon E3-1220V2) (Intel Xeon E3-1220V2, 1CPU x 4Cores, 3.10GHz, L3 8MB)",1,4,336000,"84,000",01-Feb-13
Acer Incorporated,"Acer Incorporated - Acer AR320 F2 (Intel Xeon E3-1230V2) (Intel Xeon E3-1230V2, 1CPU x 4Cores, 3.30GHz, L3 8MB)",1,4,389000,"97,250",01-Jan-12
Acer Incorporated,"Acer Incorporated - Acer AR320 F2 (Intel Xeon E3-1270V2) (Intel Xeon E3-1270V2, 1CPU x 4Cores, 3.50GHz, L3 8MB)",1,4,427000,"106,750",01-Feb-13
Acer Incorporated,"Acer Incorporated - Acer AR320 F2 (Xeon E3-1220) (Intel Xeon E3-1220, 1CPU x 4Cores, 3.10GHz, L3 8MB)",1,4,304000,"76,000",01-Jan-12
Acer Incorporated,"Acer Incorporated - Acer AR320 F2 (Xeon E3-1280) (Intel Xeon E3-1280, 1CPU x 4Cores, 3.50GHz, L3 8MB)",1,4,380000,"95,000",01-Jan-12
Acer Incorporated,"Acer Incorporated - Acer AR320 F2 (Xeon E3-1280V2) (Intel Xeon E3-1280V2, 1CPU x 4Cores, 3.60GHz, L3 8MB)",1,4,403000,"100,750",01-Jan-12
Acer Incorporated,"Acer Incorporated - Acer AR360 F1 (Intel Xeon E5603) (Intel Xeon E5603, 2CPU x 4Cores, 1.60GHz, L3 4MB)",2,4,264000,"33,000",01-Feb-11
Acer Incorporated,"Acer Incorporated - Acer AR360 F1 (Intel Xeon E5606) (Intel Xeon E5606, 2CPU x 4Cores, 2.13GHz, L3 8MB)",2,4,344000,"43,000",01-Feb-11
Acer Incorporated,"Acer Incorporated - Acer AR360 F1 (Intel Xeon E5607) (Intel Xeon E5607, 2CPU x 4Cores, 2.27GHz, L3 8MB)",2,4,360000,"45,000",01-Feb-11
Acer Incorporated,"Acer Incorporated - Acer AR360 F1 (Intel Xeon E5620) (Intel Xeon E5620, 2CPU x 4Cores, 2.40GHz, L3 12MB)",2,4,492000,"61,500",01-Jan-11
Acer Incorporated,"Acer Incorporated - Acer AR360 F1 (Intel Xeon E5630) (Intel Xeon E5630, 2CPU x 4Cores, 2.53GHz, L3 12MB)",2,4,512000,"64,000",01-Jan-11
Acer Incorporated,"Acer Incorporated - Acer AR360 F1 (Intel Xeon E5640) (Intel Xeon E5640, 2CPU x 4Cores, 2.67GHz, L3 12MB)",2,4,530000,"66,250",01-Mar-11
Acer Incorporated,"Acer Incorporated - Acer AR360 F1 (Intel Xeon E5645) (Intel Xeon E5645, 2CPU x 6Cores, 2.40GHz, L3 12MB)",2,6,658000,"54,833",01-Feb-11
Acer Incorporated,"Acer Incorporated - Acer AR360 F1 (Intel Xeon E5649) (Intel Xeon E5649, 2CPU x 6Cores, 2.53GHz, L3 12MB)",2,6,678000,"56,500",01-Feb-11
Acer Incorporated,"Acer Incorporated - Acer AR360 F1 (Intel Xeon L5609) (Intel Xeon L5609, 2CPU x 4Cores, 1.87GHz, L3 12MB)",2,4,318000,"39,750",01-Feb-11
Acer Incorporated,"Acer Incorporated - Acer AR360 F1 (Intel Xeon L5630) (Intel Xeon L5630, 2CPU x 4Cores, 2.13GHz, L3 12MB)",2,4,409000,"51,125",01-Jan-11
Acer Incorporated,"Acer Incorporated - Acer AR360 F1 (Intel Xeon L5640) (Intel Xeon L5640, 2CPU x 6Cores, 2.27GHz, L3 12MB)",2,6,620000,"51,667",01-Jan-11
Acer Incorporated,"Acer Incorporated - Acer AR360 F1 (Intel Xeon X5650) (Intel Xeon X5650, 2CPU x 6Cores, 2.67GHz, L3 12MB)",2,6,770000,"64,167",01-Jan-11
Acer Incorporated,"Acer Incorporated - Acer AR360 F1 (Intel Xeon X5660) (Intel Xeon X5660, 2CPU x 6Cores, 2.80GHz, L3 12MB)",2,6,785000,"65,417",01-Jan-11
Acer Incorporated,"Acer Incorporated - Acer AR360 F1 (Intel Xeon X5667) (Intel Xeon X5667, 2CPU x 4Cores, 3.07GHz, L3 12MB)",2,4,635000,"79,375",01-Jan-11
Acer Incorporated,"Acer Incorporated - Acer AR360 F1 (Intel Xeon X5670) (Intel Xeon X5670, 2CPU x 6Cores, 2.93GHz, L3 12MB)",2,6,743000,"61,917",01-Mar-10
Acer Incorporated,"Acer Incorporated - Acer AR360 F1 (Intel Xeon X5672) (Intel Xeon X5672, 2CPU x 4Cores, 3.20GHz, L3 12MB)",2,4,649000,"81,125",01-Feb-11
Acer Incorporated,"Acer Incorporated - Acer AR360 F1 (Intel Xeon X5675) (Intel Xeon X5675, 2CPU x 6Cores, 3.07GHz, L3 12MB)",2,6,817000,"68,083",01-Feb-11
Acer Incorporated,"Acer Incorporated - Acer AR360 F1(Intel Xeon E5502) (Intel Xeon E5502, 2CPU x 2Cores, 1.87GHz, L3 4MB)",2,2,154000,"38,500",01-Jan-10
Acer Incorporated,"Acer Incorporated - Acer AR360 F1(Intel Xeon X5570) (Intel Xeon X5570, 2CPU x 4Cores, 2.93GHz, L3 8MB)",2,4,559000,"69,875",01-Jan-10
Acer Incorporated,"Acer Incorporated - Acer AR360 F2 (Xeon E5-2603) (Intel Xeon E5-2603, 2CPU x 4Cores, 1.80GHz, L3 10MB)",2,4,374000,"46,750",01-Jul-12
Acer Incorporated,"Acer Incorporated - Acer AR360 F2 (Xeon E5-2640) (Intel Xeon E5-2640, 2CPU x 6Cores, 2.50GHz, L3 15MB)",2,6,984000,"82,000",01-May-12
Acer Incorporated,"Acer Incorporated - Acer AR360 F2 (Xeon E5-2650) (Intel Xeon E5-2650, 2CPU x 8Cores, 2.00GHz, L3 20MB)",2,8,1130000,"70,625",01-Jun-12
Acer Incorporated,"Acer Incorporated - Acer AR360 F2 (Xeon E5-2670) (Intel Xeon E5-2670, 2CPU x 8Cores, 2.60GHz, L3 20MB)",2,8,1340000,"83,750",01-Jun-12
Acer Incorporated,"Acer Incorporated - Acer AR380 F1 (Intel Xeon E5603) (Intel Xeon E5603, 2CPU x 4Cores, 1.60GHz, L3 4MB)",2,4,264000,"33,000",01-Feb-11
Acer Incorporated,"Acer Incorporated - Acer AR380 F1 (Intel Xeon E5606) (Intel Xeon E5606, 2CPU x 4Cores, 2.13GHz, L3 8MB)",2,4,344000,"43,000",01-Feb-11
Acer Incorporated,"Acer Incorporated - Acer AR380 F1 (Intel Xeon E5607) (Intel Xeon E5607, 2CPU x 4Cores, 2.27GHz, L3 8MB)",2,4,360000,"45,000",01-Feb-11
Acer Incorporated,"Acer Incorporated - Acer AR380 F1 (Intel Xeon E5620) (Intel Xeon E5620, 2CPU x 4Cores, 2.40GHz, L3 12MB)",2,4,492000,"61,500",01-Jan-11
Acer Incorporated,"Acer Incorporated - Acer AR380 F1 (Intel Xeon E5630) (Intel Xeon E5630, 2CPU x 4Cores, 2.53GHz, L3 12MB)",2,4,512000,"64,000",01-Jan-11
Acer Incorporated,"Acer Incorporated - Acer AR380 F1 (Intel Xeon E5640) (Intel Xeon E5640, 2CPU x 4Cores, 2.67GHz, L3 12MB)",2,4,530000,"66,250",01-Mar-11
Acer Incorporated,"Acer Incorporated - Acer AR380 F1 (Intel Xeon E5645) (Intel Xeon E5645, 2CPU x 6Cores, 2.40GHz, L3 12MB)",2,6,658000,"54,833",01-Feb-11
Acer Incorporated,"Acer Incorporated - Acer AR380 F1 (Intel Xeon E5649) (Intel Xeon E5649, 2CPU x 6Cores, 2.53GHz, L3 12MB)",2,6,678000,"56,500",01-Feb-11
Acer Incorporated,"Acer Incorporated - Acer AR380 F1 (Intel Xeon L5609) (Intel Xeon L5609, 2CPU x 4Cores, 1.87GHz, L3 12MB)",2,4,318000,"39,750",01-Feb-11
Acer Incorporated,"Acer Incorporated - Acer AR380 F1 (Intel Xeon L5630) (Intel Xeon L5630, 2CPU x 4Cores, 2.13GHz, L3 12MB)",2,4,409000,"51,125",01-Jan-11
Acer Incorporated,"Acer Incorporated - Acer AR380 F1 (Intel Xeon L5640) (Intel Xeon L5640, 2CPU x 6Cores, 2.27GHz, L3 12MB)",2,6,620000,"51,667",01-Jan-11
Acer Incorporated,"Acer Incorporated - Acer AR380 F1 (Intel Xeon X5570) (Intel Xeon X5570, 2CPU x 4Cores, 2.93GHz, L3 8MB)",2,4,559000,"69,875",01-Jan-10
Acer Incorporated,"Acer Incorporated - Acer AR380 F1 (Intel Xeon X5650) (Intel Xeon X5650, 2CPU x 6Cores, 2.67GHz, L3 12MB)",2,6,770000,"64,167",01-Jan-11
Acer Incorporated,"Acer Incorporated - Acer AR380 F1 (Intel Xeon X5660) (Intel Xeon X5660, 2CPU x 6Cores, 2.80GHz, L3 12MB)",2,6,785000,"65,417",01-Jan-11
Acer Incorporated,"Acer Incorporated - Acer AR380 F1 (Intel Xeon X5667) (Intel Xeon X5667, 2CPU x 4Cores, 3.07GHz, L3 12MB)",2,4,635000,"79,375",01-Jan-11
Acer Incorporated,"Acer Incorporated - Acer AR380 F1 (Intel Xeon X5670) (Intel Xeon X5670, 2CPU x 6Cores, 2.93GHz, L3 12MB)",2,6,743000,"61,917",01-Mar-10
Acer Incorporated,"Acer Incorporated - Acer AR380 F1 (Intel Xeon X5672) (Intel Xeon X5672, 2CPU x 4Cores, 3.20GHz, L3 12MB)",2,4,649000,"81,125",01-Feb-11
Acer Incorporated,"Acer Incorporated - Acer AR380 F1 (Intel Xeon X5675) (Intel Xeon X5675, 2CPU x 6Cores, 3.07GHz, L3 12MB)",2,6,814000,"67,833",01-Feb-11
Acer Incorporated,"Acer Incorporated - Acer AR380 F1(Intel Xeon E5502) (Intel Xeon E5502, 2CPU x 2Cores, 1.87GHz, L3 4MB)",2,2,154000,"38,500",01-Jan-10
Acer Incorporated,"Acer Incorporated - Acer AR380 F2 (Xeon E5-2603) (Intel Xeon E5-2603, 2CPU x 4Cores, 1.80GHz, L3 10MB)",2,4,374000,"46,750",01-Jul-12
Acer Incorporated,"Acer Incorporated - Acer AR380 F2 (Xeon E5-2630) (Intel Xeon E5-2630, 2CPU x 6Cores, 2.30GHz, L3 15MB)",2,6,922000,"76,833",01-May-12
Acer Incorporated,"Acer Incorporated - Acer AR380 F2 (Xeon E5-2640) (Intel Xeon E5-2640, 2CPU x 6Cores, 2.50GHz, L3 15MB)",2,6,984000,"82,000",01-May-12
Acer Incorporated,"Acer Incorporated - Acer AR380 F2 (Xeon E5-2650) (Intel Xeon E5-2650, 2CPU x 8Cores, 2.00GHz, L3 20MB)",2,8,1130000,"70,625",01-Jun-12
Acer Incorporated,"Acer Incorporated - Acer AR380 F2 (Xeon E5-2665) (Intel Xeon E5-2665, 2CPU x 8Cores, 2.40GHz, L3 20MB)",2,8,1300000,"81,250",01-May-12
Acer Incorporated,"Acer Incorporated - Acer AR380 F2 (Xeon E5-2670) (Intel Xeon E5-2670, 2CPU x 8Cores, 2.60GHz, L3 20MB)",2,8,1340000,"83,750",01-Jun-12
Acer Incorporated,"Acer Incorporated - Acer AR380 F2 (Xeon E5-2690) (Intel Xeon E5-2690, 2CPU x 8Cores, 2.90GHz, L3 20MB)",2,8,1440000,"90,000",01-Jun-12
Acer Incorporated,"Acer Incorporated - Acer AR385 F1 (AMD Opteron 6124 HE) (AMD Opteron 6124 HE, 2CPU x 8Cores, 1.80GHz, L3 12MB)",2,8,456000,"28,500",01-Sep-10
Acer Incorporated,"Acer Incorporated - Acer AR385 F1 (AMD Opteron 6174) (AMD Opteron 6174, 2CPU x 12Cores, 2.20GHz, L3 12MB)",2,12,758000,"31,583",01-Sep-10
Acer Incorporated,"Acer Incorporated - Acer AR385 F1 (AMD Opteron 6176) (AMD Opteron 6176, 2CPU x 12Cores, 2.30GHz, L3 12MB)",2,12,781000,"32,542",01-Feb-11
Acer Incorporated,"Acer Incorporated - Acer AR385 F1 (AMD Opteron 6212) (AMD Opteron 6212, 2CPU x 8Cores, 2.60GHz, L3 16MB)",2,8,548000,"34,250",01-Nov-11
Acer Incorporated,"Acer Incorporated - Acer AR385 F1 (AMD Opteron 6238) (AMD Opteron 6238, 2CPU x 12Cores, 2.60GHz, L3 16MB)",2,12,796000,"33,167",01-Nov-11
Acer Incorporated,"Acer Incorporated - Acer AR385 F1 (AMD Opteron 6262 HE) (AMD Opteron 6262 HE, 2CPU x 16Cores, 1.60GHz, L3 16MB)",2,16,727000,"22,719",01-Nov-11
Acer Incorporated,"Acer Incorporated - Acer AR385 F1 (AMD Opteron 6274) (AMD Opteron 6274, 2CPU x 16Cores, 2.20GHz, L3 16MB)",2,16,902000,"28,188",01-Nov-11
Acer Incorporated,"Acer Incorporated - Acer AR385 F1 AMD Opteron 6276 (AMD Opteron 6276, 2CPU x 16Cores, 2.30GHz, L3 16MB)",2,16,948000,"29,625",01-Dec-11
Acer Incorporated,"Acer Incorporated - Acer AR385 F1 AMD Opteron 6278 (AMD Opteron 6278, 2CPU x 16Cores, 2.40GHz, L3 16MB)",2,16,991000,"30,969",01-Dec-11
Acer Incorporated,"Acer Incorporated - Acer AR580 F2 (Xeon E5-4607) (Intel Xeon E5-4607, 4CPU x 6Cores, 2.20GHz, L3 12MB)",4,6,1510000,"62,917",01-Dec-12
Acer Incorporated,"Acer Incorporated - Acer AR580 F2 (Xeon E5-4640) (Intel Xeon E5-4640, 4CPU x 8Cores, 2.40GHz, L3 20MB)",4,8,2350000,"73,438",01-Feb-13
Acer Incorporated,"Acer Incorporated - Acer AR580 F2 (Xeon E5-4650) (Intel Xeon E5-4650, 4CPU x 8Cores, 2.70GHz, L3 20MB)",4,8,2640000,"82,500",01-Dec-12
Acer Incorporated,"Acer Incorporated - Acer AR585 F1 (AMD Opteron 6124 HE) (AMD Opteron 6124 HE, 4CPU x 8Cores, 1.80GHz, L3 12MB)",4,8,841000,"26,281",01-Jul-10
Acer Incorporated,"Acer Incorporated - Acer AR585 F1 (AMD Opteron 6128 HE) (AMD Opteron 6128 HE, 4CPU x 8Cores, 2.00GHz, L3 12MB)",4,8,984000,"30,750",01-Jul-10
Acer Incorporated,"Acer Incorporated - Acer AR585 F1 (AMD Opteron 6128) (AMD Opteron 6128, 2CPU x 8Cores, 2.00GHz, L3 12MB)",2,8,494000,"30,875",01-Jul-10
Acer Incorporated,"Acer Incorporated - Acer AR585 F1 (AMD Opteron 6128) (AMD Opteron 6128, 4CPU x 8Cores, 2.00GHz, L3 12MB)",4,8,987000,"30,844",01-Jul-10
Acer Incorporated,"Acer Incorporated - Acer AR585 F1 (AMD Opteron 6132 HE) (AMD Opteron 6132 HE, 4CPU x 8Cores, 2.20GHz, L3 12MB)",4,8,1060000,"33,125",01-Feb-11
Acer Incorporated,"Acer Incorporated - Acer AR585 F1 (AMD Opteron 6134) (AMD Opteron 6134, 4CPU x 8Cores, 2.30GHz, L3 12MB)",4,8,1090000,"34,063",01-Jul-10
Acer Incorporated,"Acer Incorporated - Acer AR585 F1 (AMD Opteron 6136) (AMD Opteron 6136, 4CPU x 8Cores, 2.40GHz, L3 12MB)",4,8,1130000,"35,313",01-Jul-10
Acer Incorporated,"Acer Incorporated - Acer AR585 F1 (AMD Opteron 6140) (AMD Opteron 6140, 2CPU x 8Cores, 2.60GHz, L3 12MB)",2,8,600000,"37,500",01-Feb-11
Acer Incorporated,"Acer Incorporated - Acer AR585 F1 (AMD Opteron 6140) (AMD Opteron 6140, 4CPU x 8Cores, 2.60GHz, L3 12MB)",4,8,1190000,"37,188",01-Feb-11
Acer Incorporated,"Acer Incorporated - Acer AR585 F1 (AMD Opteron 6164 HE) (AMD Opteron 6164 HE, 4CPU x 12Cores, 1.70GHz, L3 12MB)",4,12,1250000,"26,042",01-Jul-10
Acer Incorporated,"Acer Incorporated - Acer AR585 F1 (AMD Opteron 6166 HE) (AMD Opteron 6166 HE, 4CPU x 12Cores, 1.80GHz, L3 12MB)",4,12,1300000,"27,083",01-Feb-11
Acer Incorporated,"Acer Incorporated - Acer AR585 F1 (AMD Opteron 6168) (AMD Opteron 6168, 4CPU x 12Cores, 1.90GHz, L3 12MB)",4,12,1360000,"28,333",01-Jul-10
Acer Incorporated,"Acer Incorporated - Acer AR585 F1 (AMD Opteron 6172) (AMD Opteron 6172, 4CPU x 12Cores, 2.10GHz, L3 12MB)",4,12,1460000,"30,417",01-Jul-10
Acer Incorporated,"Acer Incorporated - Acer AR585 F1 (AMD Opteron 6174) (AMD Opteron 6174, 4CPU x 12Cores, 2.20GHz, L3 12MB)",4,12,1500000,"31,250",01-Jul-10
Acer Incorporated,"Acer Incorporated - Acer AR585 F1 (AMD Opteron 6176) (AMD Opteron 6176, 4CPU x 12Cores, 2.30GHz, L3 12MB)",4,12,1530000,"31,875",01-Feb-11
Acer Incorporated,"Acer Incorporated - Acer AR585 F1 (AMD Opteron 6212) (AMD Opteron 6212, 4CPU x 8Cores, 2.60GHz, L3 16MB)",4,8,1110000,"34,688",01-Dec-11
Acer Incorporated,"Acer Incorporated - Acer AR585 F1 (AMD Opteron 6238) (AMD Opteron 6238, 4CPU x 12Cores, 2.60GHz, L3 16MB)",4,12,1590000,"33,125",01-Nov-11
Acer Incorporated,"Acer Incorporated - Acer AR585 F1 (AMD Opteron 6276) (AMD Opteron 6276, 4CPU x 16Cores, 2.30GHz, L3 16MB)",4,16,1940000,"30,313",01-Dec-11
Acer Incorporated,"Acer Incorporated - Acer AR585 F1 (AMD Opteron 6278) (AMD Opteron 6278, 4CPU x 16Cores, 2.40GHz, L3 16MB)",4,16,2020000,"31,563",01-Jun-12
Acer Incorporated,"Acer Incorporated - Acer AR585 F1 (AMD Opteron 6308) (AMD Opteron 6308, 4CPU x 4Cores, 3.50GHz, L3 16MB)",4,4,785000,"49,063",01-Nov-12
Acer Incorporated,"Acer Incorporated - Acer AR585 F1 (AMD Opteron 6344) (AMD Opteron 6344, 4CPU x 12Cores, 2.60GHz, L3 16MB)",4,12,1760000,"36,667",01-Nov-12
Acer Incorporated,"Acer Incorporated - Acer AR585 F1 (AMD Opteron 6348) (AMD Opteron 6348, 4CPU x 12Cores, 2.80GHz, L3 16MB)",4,12,1850000,"38,542",01-Nov-12
Acer Incorporated,"Acer Incorporated - Acer AR585 F1 (AMD Opteron 6376) (AMD Opteron 6376, 4CPU x 16Cores, 2.30GHz, L3 16MB)",4,16,2050000,"32,031",01-Nov-12
Acer Incorporated,"Acer Incorporated - Acer AR585 F1 (AMD Opteron 6380) (AMD Opteron 6380, 4CPU x 16Cores, 2.50GHz, L3 16MB)",4,16,2180000,"34,063",01-Nov-12
Acer Incorporated,"Acer Incorporated - Acer AT110 F1 (Intel Xeon E3110) (Intel Xeon E3110, 1CPU x 2Cores, 3.00GHz)",1,2,99100,"49,550",01-Dec-09
Acer Incorporated,"Acer Incorporated - Acer AT110 F1 (Intel Xeon X3380) (Intel Xeon X3380, 1CPU x 4Cores, 3.17GHz)",1,4,177000,"44,250",01-Dec-09
Acer Incorporated,"Acer Incorporated - Acer AT110 F2 (Xeon E3-1220) (Intel Xeon E3-1220, 1CPU x 4Cores, 3.10GHz, L3 8MB)",1,4,282000,"70,500",01-Apr-11
Acer Incorporated,"Acer Incorporated - Acer AT110 F2 (Xeon E3-1220L) (Intel Xeon E3-1220L, 1CPU x 2Cores, 2.20GHz, L3 3MB)",1,2,141000,"70,500",01-Apr-11
Acer Incorporated,"Acer Incorporated - Acer AT110 F2 (Xeon E3-1280) (Intel Xeon E3-1280, 1CPU x 4Cores, 3.50GHz, L3 8MB)",1,4,383000,"95,750",01-Apr-11
Acer Incorporated,"Acer Incorporated - Acer AT110 F2, (Intel Xeon E3-1220V2, 3.10 GHz) (Intel Xeon E3-1220V2, 1CPU x 4Cores, 3.10GHz, L3 8MB)",1,4,329000,"82,250",01-Jan-12
Acer Incorporated,"Acer Incorporated - Acer AT110 F2, (Intel Xeon E3-1280V2, 3.60 GHz) (Intel Xeon E3-1280V2, 1CPU x 4Cores, 3.60GHz, L3 8MB)",1,4,409000,"102,250",01-Jan-12
Acer Incorporated,"Acer Incorporated - Acer AT115 F1 (AMD Opteron 4122, 2.20 GHz) (AMD Opteron 4122, 1CPU x 4Cores, 2.20GHz, L3 6MB)",1,4,138000,"34,500",01-Oct-10
Acer Incorporated,"Acer Incorporated - Acer AT115 F1 (AMD Opteron 4184, 2.80 GHz) (AMD Opteron 4184, 1CPU x 6Cores, 2.80GHz, L3 6MB)",1,6,237000,"39,500",01-Oct-10
Acer Incorporated,"Acer Incorporated - Acer AT150 F1 (Intel Xeon X5570) (Intel Xeon X5570, 2CPU x 4Cores, 2.93GHz, L3 8MB)",2,4,566000,"70,750",01-May-10
Acer Incorporated,"Acer Incorporated - Acer AT150 F1(Intel Xeon E5502) (Intel Xeon E5502, 2CPU x 2Cores, 1.87GHz, L3 4MB)",2,2,154000,"38,500",01-May-10
Acer Incorporated,"Acer Incorporated - Acer AT310 F1 (Intel Xeon X3430) (Intel Xeon X3430, 1CPU x 4Cores, 2.40GHz, L3 8MB)",1,4,192000,"48,000",01-Mar-10
Acer Incorporated,"Acer Incorporated - Acer AT310 F1 (Intel Xeon X3470) (Intel Xeon X3470, 1CPU x 4Cores, 2.93GHz, L3 8MB)",1,4,259000,"64,750",01-Mar-10
Acer Incorporated,"Acer Incorporated - Acer AT310 F2 (Intel Core i3-2100) (Intel Core i3-2100, 1CPU x 2Cores, 3.10GHz, L3 3MB)",1,2,181000,"90,500",01-Jan-12
Acer Incorporated,"Acer Incorporated - Acer AT310 F2 (Intel Core i3-2120) (Intel Core i3-2120, 1CPU x 2Cores, 3.30GHz, L3 3MB)",1,2,190000,"95,000",01-Jan-12
Acer Incorporated,"Acer Incorporated - Acer AT310 F2 (Intel Xeon E3-1220V2) (Intel Xeon E3-1220V2, 1CPU x 4Cores, 3.10GHz, L3 8MB)",1,4,336000,"84,000",01-Feb-13
Acer Incorporated,"Acer Incorporated - Acer AT310 F2 (Intel Xeon E3-1230V2) (Intel Xeon E3-1230V2, 1CPU x 4Cores, 3.30GHz, L3 8MB)",1,4,389000,"97,250",01-Jan-12
Acer Incorporated,"Acer Incorporated - Acer AT310 F2 (Intel Xeon E3-1270V2) (Intel Xeon E3-1270V2, 1CPU x 4Cores, 3.50GHz, L3 8MB)",1,4,427000,"106,750",01-Feb-13
Acer Incorporated,"Acer Incorporated - Acer AT310 F2 (Xeon E3-1220) (Intel Xeon E3-1220, 1CPU x 4Cores, 3.10GHz, L3 8MB)",1,4,304000,"76,000",01-Jan-12
Acer Incorporated,"Acer Incorporated - Acer AT310 F2 (Xeon E3-1280) (Intel Xeon E3-1280, 1CPU x 4Cores, 3.50GHz, L3 8MB)",1,4,383000,"95,750",01-Jan-12
Acer Incorporated,"Acer Incorporated - Acer AT310 F2 (Xeon E3-1280V2) (Intel Xeon E3-1280V2, 1CPU x 4Cores, 3.60GHz, L3 8MB)",1,4,403000,"100,750",01-Jan-12
Acer Incorporated,"Acer Incorporated - Acer AT350 F1 (Intel Xeon E5506) (Intel Xeon E5506, 1CPU x 4Cores, 2.13GHz, L3 4MB)",1,4,166000,"41,500",01-Nov-10
Acer Incorporated,"Acer Incorporated - Acer AT350 F1 (Intel Xeon E5520) (Intel Xeon E5520, 2CPU x 4Cores, 2.27GHz, L3 8MB)",2,4,416000,"52,000",01-Jan-10
Acer Incorporated,"Acer Incorporated - Acer AT350 F1 (Intel Xeon E5603) (Intel Xeon E5603, 2CPU x 4Cores, 1.60GHz, L3 4MB)",2,4,264000,"33,000",01-Feb-11
Acer Incorporated,"Acer Incorporated - Acer AT350 F1 (Intel Xeon E5606) (Intel Xeon E5606, 1CPU x 4Cores, 2.13GHz, L3 8MB)",1,4,178000,"44,500",01-Feb-11
Acer Incorporated,"Acer Incorporated - Acer AT350 F1 (Intel Xeon E5606) (Intel Xeon E5606, 2CPU x 4Cores, 2.13GHz, L3 8MB)",2,4,344000,"43,000",01-Feb-11
Acer Incorporated,"Acer Incorporated - Acer AT350 F1 (Intel Xeon E5607) (Intel Xeon E5607, 2CPU x 4Cores, 2.27GHz, L3 8MB)",2,4,358000,"44,750",01-Feb-11
